Timestamp,Response Time (s),Response Text
2024-05-09 09:53:39.088770,1.730741262435913,10.0.0.1
2024-05-09 09:53:39.141156,1.8833038806915283,10.0.0.1
2024-05-09 09:53:39.195630,2.031872272491455,10.0.0.1
2024-05-09 09:53:39.245521,2.186058282852173,10.0.0.1
2024-05-09 09:53:39.406870,2.4260525703430176,10.0.0.1
2024-05-09 09:53:39.302048,2.7346856594085693,10.0.0.1
2024-05-09 09:53:39.355889,2.8831048011779785,10.0.0.1
2024-05-09 09:53:39.460288,3.1854021549224854,10.0.0.1
2024-05-09 09:53:39.516600,3.9393599033355713,10.0.0.1
2024-05-09 09:53:39.572932,4.285086393356323,10.0.0.1
2024-05-09 09:53:43.918513,2.3720076084136963,10.0.0.1
2024-05-09 09:53:44.079777,2.412980079650879,10.0.0.1
2024-05-09 09:53:44.290423,2.405059814453125,10.0.0.1
2024-05-09 09:53:43.972620,2.925257444381714,10.0.0.1
2024-05-09 09:53:44.129028,3.376173257827759,10.0.0.1
2024-05-09 09:53:44.236337,3.670672655105591,10.0.0.1
2024-05-09 09:53:44.022766,4.084703683853149,10.0.0.1
2024-05-09 09:53:44.186496,4.325791835784912,10.0.0.1
2024-05-09 09:53:44.345923,4.368342161178589,10.0.0.1
2024-05-09 09:53:44.397096,6.347672700881958,10.0.0.1
2024-05-09 09:53:50.806371,2.1646945476531982,10.0.0.1
2024-05-09 09:53:50.857460,2.3162684440612793,10.0.0.1
2024-05-09 09:53:50.966605,2.4103288650512695,10.0.0.1
2024-05-09 09:53:51.175820,2.403958320617676,10.0.0.1
2024-05-09 09:53:50.911998,3.071690082550049,10.0.0.1
2024-05-09 09:53:51.018557,3.167616367340088,10.0.0.1
2024-05-09 09:53:51.071291,3.317262887954712,10.0.0.1
2024-05-09 09:53:51.231277,3.360265016555786,10.0.0.1
2024-05-09 09:53:51.126803,4.47941255569458,10.0.0.1
2024-05-09 09:53:51.283263,39.981499910354614,10.0.0.1
2024-05-09 09:54:31.326660,1.248466968536377,10.0.0.1
2024-05-09 09:54:31.375313,1.4032232761383057,10.0.0.1
2024-05-09 09:54:31.431379,1.5496907234191895,10.0.0.1
2024-05-09 09:54:31.481980,1.7024815082550049,10.0.0.1
2024-05-09 09:54:31.538313,1.8487114906311035,10.0.0.1
2024-05-09 09:54:31.592374,1.9984211921691895,10.0.0.1
2024-05-09 09:54:31.646612,2.1476240158081055,10.0.0.1
2024-05-09 09:54:31.700097,2.2965941429138184,10.0.0.1
2024-05-09 09:54:31.754840,2.445100784301758,10.0.0.1
2024-05-09 09:54:31.809334,2.592968225479126,10.0.0.1
2024-05-09 09:54:34.467909,1.2436952590942383,10.0.0.1
2024-05-09 09:54:34.521239,1.3922960758209229,10.0.0.1
2024-05-09 09:54:34.573272,1.5437335968017578,10.0.0.1
2024-05-09 09:54:34.628676,1.6905975341796875,10.0.0.1
2024-05-09 09:54:34.683143,1.839116096496582,10.0.0.1
2024-05-09 09:54:34.737274,1.9887502193450928,10.0.0.1
2024-05-09 09:54:34.791554,2.13271427154541,10.0.0.1
2024-05-09 09:54:34.845694,2.284792184829712,10.0.0.1
2024-05-09 09:54:34.895090,2.4370362758636475,10.0.0.1
2024-05-09 09:54:34.946796,2.5895442962646484,10.0.0.1
2024-05-09 09:54:37.602116,1.244591236114502,10.0.0.1
2024-05-09 09:54:37.652979,1.3989949226379395,10.0.0.1
2024-05-09 09:54:37.708828,1.5457868576049805,10.0.0.1
2024-05-09 09:54:37.763067,1.6943175792694092,10.0.0.1
2024-05-09 09:54:37.817318,1.8429667949676514,10.0.0.1
2024-05-09 09:54:37.873706,1.9894459247589111,10.0.0.1
2024-05-09 09:54:37.925648,2.141768455505371,10.0.0.1
2024-05-09 09:54:37.978250,2.291247606277466,10.0.0.1
2024-05-09 09:54:38.032580,2.4392194747924805,10.0.0.1
2024-05-09 09:54:38.087598,2.586702585220337,10.0.0.1
2024-05-09 09:54:40.740686,1.2439322471618652,10.0.0.1
2024-05-09 09:54:40.791587,1.3918483257293701,10.0.0.1
2024-05-09 09:54:40.847636,1.5401546955108643,10.0.0.1
2024-05-09 09:54:40.895930,1.6954255104064941,10.0.0.1
2024-05-09 09:54:40.947859,1.8464596271514893,10.0.0.1
2024-05-09 09:54:41.004762,1.9916720390319824,10.0.0.1
2024-05-09 09:54:41.058070,2.1408727169036865,10.0.0.1
2024-05-09 09:54:41.109263,2.2923057079315186,10.0.0.1
2024-05-09 09:54:41.165548,2.4385533332824707,10.0.0.1
2024-05-09 09:54:41.217798,2.589118242263794,10.0.0.1
2024-05-09 09:54:43.873284,1.245971441268921,10.0.0.1
2024-05-09 09:54:43.922038,1.40059494972229,10.0.0.1
2024-05-09 09:54:43.974592,1.5506820678710938,10.0.0.1
2024-05-09 09:54:44.031276,1.6968998908996582,10.0.0.1
2024-05-09 09:54:44.082393,1.8465814590454102,10.0.0.1
2024-05-09 09:54:44.138180,1.995786428451538,10.0.0.1
2024-05-09 09:54:44.189286,2.146977663040161,10.0.0.1
2024-05-09 09:54:44.245088,2.292952060699463,10.0.0.1
2024-05-09 09:54:44.296332,2.4449167251586914,10.0.0.1
2024-05-09 09:54:44.352188,2.5884454250335693,10.0.0.1
2024-05-09 09:54:47.000408,1.2234163284301758,10.0.0.1
2024-05-09 09:54:47.054549,1.3733155727386475,10.0.0.1
2024-05-09 09:54:47.108254,1.5215423107147217,10.0.0.1
2024-05-09 09:54:47.162734,1.6672747135162354,10.0.0.1
2024-05-09 09:54:47.217393,1.8166472911834717,10.0.0.1
2024-05-09 09:54:47.271889,1.9632110595703125,10.0.0.1
2024-05-09 09:54:47.325336,2.1109304428100586,10.0.0.1
2024-05-09 09:54:47.380729,2.2573320865631104,10.0.0.1
2024-05-09 09:54:47.434611,2.4077043533325195,10.0.0.1
2024-05-09 09:54:47.485810,2.557455539703369,10.0.0.1
2024-05-09 09:54:50.108128,1.2492554187774658,10.0.0.1
2024-05-09 09:54:50.161481,1.3987925052642822,10.0.0.1
2024-05-09 09:54:50.212291,1.552652359008789,10.0.0.1
2024-05-09 09:54:50.262176,1.7011570930480957,10.0.0.1
2024-05-09 09:54:50.314104,1.8553640842437744,10.0.0.1
2024-05-09 09:54:50.365903,2.0065410137176514,10.0.0.1
2024-05-09 09:54:50.417362,2.1590328216552734,10.0.0.1
2024-05-09 09:54:50.468942,2.3047139644622803,10.0.0.1
2024-05-09 09:54:50.572143,2.403193235397339,10.0.0.1
2024-05-09 09:54:50.520686,2.656510829925537,10.0.0.1
