Timestamp,Response Time (s),Response Text
2024-05-09 09:53:40.449613,1.992870807647705,10.0.0.1
2024-05-09 09:53:40.507247,2.338012456893921,10.0.0.1
2024-05-09 09:53:40.612634,2.43768048286438,10.0.0.1
2024-05-09 09:53:40.817144,2.4368815422058105,10.0.0.1
2024-05-09 09:53:40.556645,3.1031534671783447,10.0.0.1
2024-05-09 09:53:40.662458,3.399949789047241,10.0.0.1
2024-05-09 09:53:40.714440,4.155294418334961,10.0.0.1
2024-05-09 09:53:40.869702,4.40758490562439,10.0.0.1
2024-05-09 09:53:40.766503,5.115441799163818,10.0.0.1
2024-05-09 09:53:40.928110,6.172839403152466,10.0.0.1
2024-05-09 09:53:47.167607,1.7472167015075684,10.0.0.1
2024-05-09 09:53:47.220629,1.8992431163787842,10.0.0.1
2024-05-09 09:53:47.272090,2.0513947010040283,10.0.0.1
2024-05-09 09:53:47.327528,2.197502851486206,10.0.0.1
2024-05-09 09:53:47.378798,2.3495330810546875,10.0.0.1
2024-05-09 09:53:47.488111,2.443244457244873,10.0.0.1
2024-05-09 09:53:47.434862,3.105874538421631,10.0.0.1
2024-05-09 09:53:47.538628,4.014878988265991,10.0.0.1
2024-05-09 09:53:47.595442,4.363563776016235,10.0.0.1
2024-05-09 09:53:47.646090,4.9216132164001465,10.0.0.1
2024-05-09 09:53:52.631675,2.1619744300842285,10.0.0.1
2024-05-09 09:53:52.684478,2.3121674060821533,10.0.0.1
2024-05-09 09:53:52.792250,2.4078829288482666,10.0.0.1
2024-05-09 09:53:53.001470,2.4017324447631836,10.0.0.1
2024-05-09 09:53:52.738817,3.0684962272644043,10.0.0.1
2024-05-09 09:53:52.842227,3.374114751815796,10.0.0.1
2024-05-09 09:53:52.894645,4.131974935531616,10.0.0.1
2024-05-09 09:53:52.951419,4.27694034576416,10.0.0.1
2024-05-09 09:53:53.054966,4.983861684799194,10.0.0.1
2024-05-09 09:53:53.109708,5.128821134567261,10.0.0.1
2024-05-09 09:53:58.301496,1.2488839626312256,10.0.0.1
2024-05-09 09:53:58.354522,1.3989124298095703,10.0.0.1
2024-05-09 09:53:58.405552,1.5512306690216064,10.0.0.1
2024-05-09 09:53:58.458711,1.7007062435150146,10.0.0.1
2024-05-09 09:53:58.511809,1.851372241973877,10.0.0.1
2024-05-09 09:53:58.566057,1.9993929862976074,10.0.0.1
2024-05-09 09:53:58.616349,2.152438163757324,10.0.0.1
2024-05-09 09:53:58.671655,2.2987849712371826,10.0.0.1
2024-05-09 09:53:58.722685,2.4525835514068604,10.0.0.1
2024-05-09 09:53:58.778761,3.206547498703003,10.0.0.1
2024-05-09 09:54:02.050223,1.5536646842956543,10.0.0.1
2024-05-09 09:54:02.101237,1.7053194046020508,10.0.0.1
2024-05-09 09:54:02.154694,1.8549299240112305,10.0.0.1
2024-05-09 09:54:02.210341,2.0016586780548096,10.0.0.1
2024-05-09 09:54:02.262324,2.154186248779297,10.0.0.1
2024-05-09 09:54:02.316207,2.302354574203491,10.0.0.1
2024-05-09 09:54:02.371005,2.449922561645508,10.0.0.1
2024-05-09 09:54:02.424213,2.6000044345855713,10.0.0.1
2024-05-09 09:54:02.475258,2.956644058227539,10.0.0.1
2024-05-09 09:54:02.532086,3.3030638694763184,10.0.0.1
2024-05-09 09:54:05.899469,1.5560016632080078,10.0.0.1
2024-05-09 09:54:05.950479,1.7071454524993896,10.0.0.1
2024-05-09 09:54:06.002480,2.058004140853882,10.0.0.1
2024-05-09 09:54:06.056067,2.206015110015869,10.0.0.1
2024-05-09 09:54:06.111592,2.353360414505005,10.0.0.1
2024-05-09 09:54:06.218913,2.451097249984741,10.0.0.1
2024-05-09 09:54:06.165760,2.705632448196411,10.0.0.1
2024-05-09 09:54:06.268190,2.806067705154419,10.0.0.1
2024-05-09 09:54:06.323011,2.950549602508545,10.0.0.1
2024-05-09 09:54:06.377508,3.100175380706787,10.0.0.1
2024-05-09 09:54:09.544014,2.1566481590270996,10.0.0.1
2024-05-09 09:54:09.597412,2.305363655090332,10.0.0.1
2024-05-09 09:54:09.703084,2.4032506942749023,10.0.0.1
2024-05-09 09:54:09.910174,2.3999969959259033,10.0.0.1
2024-05-09 09:54:09.646735,2.8674697875976562,10.0.0.1
2024-05-09 09:54:09.753970,2.9617812633514404,10.0.0.1
2024-05-09 09:54:09.809923,3.1050617694854736,10.0.0.1
2024-05-09 09:54:09.858567,3.2619290351867676,10.0.0.1
2024-05-09 09:54:09.967456,3.3561034202575684,10.0.0.1
2024-05-09 09:54:10.019200,5.534337520599365,10.0.0.1
2024-05-09 09:54:15.612013,1.8715026378631592,10.0.0.1
2024-05-09 09:54:15.662637,2.222234010696411,10.0.0.1
2024-05-09 09:54:15.869560,2.4235732555389404,10.0.0.1
2024-05-09 09:54:16.033628,2.4580790996551514,10.0.0.1
2024-05-09 09:54:15.714290,2.9821972846984863,10.0.0.1
2024-05-09 09:54:15.766512,3.3347373008728027,10.0.0.1
2024-05-09 09:54:16.084855,3.4226443767547607,10.0.0.1
2024-05-09 09:54:15.818392,4.2940027713775635,10.0.0.1
2024-05-09 09:54:15.921645,4.3927154541015625,10.0.0.1
2024-05-09 09:54:15.978668,4.539355993270874,10.0.0.1
2024-05-09 09:54:20.637409,2.4082248210906982,10.0.0.1
2024-05-09 09:54:20.848937,2.398982048034668,10.0.0.1
2024-05-09 09:54:21.008161,2.442030429840088,10.0.0.1
2024-05-09 09:54:20.583901,3.2707571983337402,10.0.0.1
2024-05-09 09:54:20.689575,3.3682878017425537,10.0.0.1
2024-05-09 09:54:20.899178,3.362769842147827,10.0.0.1
2024-05-09 09:54:21.058887,3.404689311981201,10.0.0.1
2024-05-09 09:54:20.744816,3.92117977142334,10.0.0.1
2024-05-09 09:54:20.796036,4.071268796920776,10.0.0.1
2024-05-09 09:54:20.954025,4.117216348648071,10.0.0.1
2024-05-09 09:54:25.136623,1.2318902015686035,10.0.0.1
2024-05-09 09:54:25.188270,1.3822712898254395,10.0.0.1
2024-05-09 09:54:25.243104,1.5299055576324463,10.0.0.1
2024-05-09 09:54:25.296164,1.6780030727386475,10.0.0.1
2024-05-09 09:54:25.350460,1.8273046016693115,10.0.0.1
2024-05-09 09:54:25.402608,1.9782660007476807,10.0.0.1
2024-05-09 09:54:25.457751,2.1254351139068604,10.0.0.1
2024-05-09 09:54:25.508920,2.277076005935669,10.0.0.1
2024-05-09 09:54:25.564165,2.423447608947754,10.0.0.1
2024-05-09 09:54:25.616692,2.5739970207214355,10.0.0.1
